"dataset","source","yi","vi","weight"
"robumeta::oswald2013::oswald2013","robumeta",0.0617286213888079,0.00446428571428571,224
"robumeta::oswald2013::oswald2013","robumeta",0.234189466759367,0.0135135135135135,74
"robumeta::oswald2013::oswald2013","robumeta",0.718245003796074,0.0384615384615385,26
"robumeta::oswald2013::oswald2013","robumeta",0.0954836526744926,0.0037593984962406,266
"robumeta::oswald2013::oswald2013","robumeta",0.0864565719309209,0.000811688311688312,1232
"robumeta::oswald2013::oswald2013","robumeta",0.273029069513161,0.0277777777777778,36
"robumeta::oswald2013::oswald2013","robumeta",1.07143168405867,0.1,10
"robumeta::oswald2013::oswald2013","robumeta",0.16026036377591,0.00862068965517241,116
"robumeta::oswald2013::oswald2013","robumeta",0.255481482486813,0.00793650793650794,126
"robumeta::oswald2013::oswald2013","robumeta",0.298823317651553,0.0111111111111111,90
"robumeta::oswald2013::oswald2013","robumeta",0.109394350760095,0.00163398692810458,612
"robumeta::oswald2013::oswald2013","robumeta",0.171666663500579,0.00094876660341556,1054
"robumeta::oswald2013::oswald2013","robumeta",0.241173523559964,0.0053475935828877,187
"robumeta::oswald2013::oswald2013","robumeta",0.0402273461286173,0.00138312586445367,723
"robumeta::oswald2013::oswald2013","robumeta",0.0966949314052994,0.000805152979066023,1242
"robumeta::oswald2013::oswald2013","robumeta",0.165042439845652,0.0119047619047619,84
"robumeta::oswald2013::oswald2013","robumeta",0.107332980902063,0.00704225352112676,142
"robumeta::oswald2013::oswald2013","robumeta",0.0185807563481329,0.00251256281407035,398
"robumeta::oswald2013::oswald2013","robumeta",0.158906821311325,0.000549450549450549,1820
"robumeta::oswald2013::oswald2013","robumeta",-0.403236825197223,0.0135135135135135,74
"robumeta::oswald2013::oswald2013","robumeta",0.161940699054854,0.00564971751412429,177
"robumeta::oswald2013::oswald2013","robumeta",0.234830753737819,0.00719424460431655,139
"robumeta::oswald2013::oswald2013","robumeta",0.0294600887695521,0.00150375939849624,665
"robumeta::oswald2013::oswald2013","robumeta",-0.0142307743111936,0.00130208333333333,768
"robumeta::oswald2013::oswald2013","robumeta",0.233652328363389,0.00175438596491228,570
"robumeta::oswald2013::oswald2013","robumeta",0.164888810525352,0.000505050505050505,1980
"robumeta::oswald2013::oswald2013","robumeta",0.280692554815583,0.03125,32
"robumeta::oswald2013::oswald2013","robumeta",0.616397831281063,0.0555555555555556,18
"robumeta::oswald2013::oswald2013","robumeta",0.136254247128567,0.00490196078431373,204
"robumeta::oswald2013::oswald2013","robumeta",0.0101273154792005,0.00162866449511401,614
"robumeta::oswald2013::oswald2013","robumeta",0.194945783584056,0.01,100
"robumeta::oswald2013::oswald2013","robumeta",0.422120310768638,0.00925925925925926,108
"robumeta::oswald2013::oswald2013","robumeta",0.253802523575373,0.00127551020408163,784
"robumeta::oswald2013::oswald2013","robumeta",0.0193450132837718,0.00529100529100529,189
"robumeta::oswald2013::oswald2013","robumeta",-0.0275609322146664,0.00383141762452107,261
"robumeta::oswald2013::oswald2013","robumeta",0.0975915752629273,0.03125,32
"robumeta::oswald2013::oswald2013","robumeta",-0.0196146110452196,0.0136986301369863,73
"robumeta::oswald2013::oswald2013","robumeta",-0.27549873655033,0.015625,64
"robumeta::oswald2013::oswald2013","robumeta",0.159494763537978,0.00179856115107914,556
"robumeta::oswald2013::oswald2013","robumeta",0.146813459288032,0.0019047619047619,525
"robumeta::oswald2013::oswald2013","robumeta",0.244877022996668,0.00336700336700337,297
"robumeta::oswald2013::oswald2013","robumeta",0.0783686629667795,0.00847457627118644,118
"robumeta::oswald2013::oswald2013","robumeta",0.0400213538367682,0.00694444444444444,144
"robumeta::oswald2013::oswald2013","robumeta",0.0992085936854235,0.00909090909090909,110
"robumeta::oswald2013::oswald2013","robumeta",0.0400213538367682,0.0133333333333333,75
"robumeta::oswald2013::oswald2013","robumeta",0.219337061783729,0.010752688172043,93
