"dataset","source","yi","vi","weight"
"metadat::dat.mccurdy2020::dat.mccurdy2020","metadat",0.54872196056286,1.00291882346966e-06,997089.671266155
"metadat::dat.mccurdy2020::dat.mccurdy2020","metadat",0.856501524583034,0.000214004775077078,4672.79293015695
"metadat::dat.mccurdy2020::dat.mccurdy2020","metadat",0.767929262007633,0.00028143043653098,3553.27594387581
"metadat::dat.mccurdy2020::dat.mccurdy2020","metadat",0.80009068763907,0.000400940679497615,2494.13454691855
"metadat::dat.mccurdy2020::dat.mccurdy2020","metadat",0.747261473513865,0.000430787709473932,2321.32899339486
"metadat::dat.mccurdy2020::dat.mccurdy2020","metadat",0.635999108666445,0.000192187199190767,5203.26017659164
"metadat::dat.mccurdy2020::dat.mccurdy2020","metadat",0.684323234304001,0.000183219771812533,5457.92623856763
"metadat::dat.mccurdy2020::dat.mccurdy2020","metadat",0.604334187434736,0.000219982998160356,4545.80585028235
"metadat::dat.mccurdy2020::dat.mccurdy2020","metadat",0.766204312163084,0.000158378080196555,6314.00506155239
"metadat::dat.mccurdy2020::dat.mccurdy2020","metadat",0.790034301083345,0.000117873387526431,8483.67914916984
"metadat::dat.mccurdy2020::dat.mccurdy2020","metadat",0.824499671139929,9.74327086574773e-05,10263.4937874454
"metadat::dat.mccurdy2020::dat.mccurdy2020","metadat",0.52192042355737,2.74912767146513e-05,36375.1749465697
"metadat::dat.mccurdy2020::dat.mccurdy2020","metadat",0.793935957241637,2.31465027165557e-05,43203.0709885491
"metadat::dat.mccurdy2020::dat.mccurdy2020","metadat",0.6645470613659,7.0125834100909e-05,14260.0799380301
"metadat::dat.mccurdy2020::dat.mccurdy2020","metadat",0.444228803562904,1.71360810880941e-06,583563.998594046
"metadat::dat.mccurdy2020::dat.mccurdy2020","metadat",0.598263515374454,0.000100485086478118,9951.72552513816
"metadat::dat.mccurdy2020::dat.mccurdy2020","metadat",0.656904912119709,0.000103773666534546,9636.35605635171
"metadat::dat.mccurdy2020::dat.mccurdy2020","metadat",0.71415203685636,0.000357766694437589,2795.11764383771
"metadat::dat.mccurdy2020::dat.mccurdy2020","metadat",0.551197568016185,2.95164178323291e-05,33879.4499278536
"metadat::dat.mccurdy2020::dat.mccurdy2020","metadat",0.508315673435268,3.20392524435071e-05,31211.714498122
"metadat::dat.mccurdy2020::dat.mccurdy2020","metadat",0.718477766133196,0.00018014564394005,5551.06400648126
"metadat::dat.mccurdy2020::dat.mccurdy2020","metadat",0.734492932790421,0.000221534873491076,4513.96199723057
"metadat::dat.mccurdy2020::dat.mccurdy2020","metadat",0.537642419104642,3.17255663248351e-06,315203.199136335
"metadat::dat.mccurdy2020::dat.mccurdy2020","metadat",0.524713328290156,0.000102877766183927,9720.27326305061
"metadat::dat.mccurdy2020::dat.mccurdy2020","metadat",0.230920590554573,6.9918795155393e-05,14302.3059504604
"metadat::dat.mccurdy2020::dat.mccurdy2020","metadat",0.314190827713921,4.72072785400043e-06,211831.740978795
"metadat::dat.mccurdy2020::dat.mccurdy2020","metadat",0.658788059198374,0.000252839539447182,3955.0776045014
"metadat::dat.mccurdy2020::dat.mccurdy2020","metadat",0.611090890839041,0.000262776943299195,3805.50891354806
"metadat::dat.mccurdy2020::dat.mccurdy2020","metadat",0.28294813746655,6.25195053176619e-06,159950.08196546
"metadat::dat.mccurdy2020::dat.mccurdy2020","metadat",0.743752208783647,5.01027484504831e-05,19958.9849045568
"metadat::dat.mccurdy2020::dat.mccurdy2020","metadat",0.741033832709575,0.000194415773327678,5143.61557647153
"metadat::dat.mccurdy2020::dat.mccurdy2020","metadat",0.730445588291104,9.58876726601052e-05,10428.8692410412
"metadat::dat.mccurdy2020::dat.mccurdy2020","metadat",0.649168067859146,0.000171549456213943,5829.22279131495
"metadat::dat.mccurdy2020::dat.mccurdy2020","metadat",0.658252672807245,0.000164248528782337,6088.3345952231
"metadat::dat.mccurdy2020::dat.mccurdy2020","metadat",0.708933585568479,0.00015653641209535,6388.29002539597
