"dataset","source","yi","vi","weight"
"metadat::dat.craft2003::dat.craft2003","metadat",-0.122642093385066,0.00119904076738609,834
"metadat::dat.craft2003::dat.craft2003","metadat",0.021546613913353,0.00490196078431373,204
"metadat::dat.craft2003::dat.craft2003","metadat",0.593428405822531,0.0256410256410256,39
"metadat::dat.craft2003::dat.craft2003","metadat",-0.207001744394968,0.0151515151515152,66
"metadat::dat.craft2003::dat.craft2003","metadat",0.0830713645108142,0.00793650793650794,126
"metadat::dat.craft2003::dat.craft2003","metadat",0.0984989619437589,0.00171821305841924,582
"metadat::dat.craft2003::dat.craft2003","metadat",-0.112569665116222,0.00347222222222222,288
"metadat::dat.craft2003::dat.craft2003","metadat",0.00958204959592856,0.00133333333333333,750
"metadat::dat.craft2003::dat.craft2003","metadat",-0.0166928014564564,0.00248756218905473,402
"metadat::dat.craft2003::dat.craft2003","metadat",-0.20522416570435,0.00617283950617284,162
