"dataset","source","yi","vi","weight"
"psymetadata::lowe2020::lowe2020","psymetadata",-0.209492441720777,0.00976420307130535,102.414912174324
"psymetadata::lowe2020::lowe2020","psymetadata",0.196726338818,0.0781043531132431,12.8033836801658
"psymetadata::lowe2020::lowe2020","psymetadata",-0.0872383010264599,0.000794578865555618,1258.52831399025
"psymetadata::lowe2020::lowe2020","psymetadata",0.0809910967662173,0.00451405075022832,221.530517783705
"psymetadata::lowe2020::lowe2020","psymetadata",-0.210952373670735,0.00467383972334538,213.956844734126
"psymetadata::lowe2020::lowe2020","psymetadata",0.255517734539065,0.0218075801731098,45.8556149770834
"psymetadata::lowe2020::lowe2020","psymetadata",-0.215903215067968,0.00774888794250403,129.050775726775
"psymetadata::lowe2020::lowe2020","psymetadata",1.31632111375883,0.0116852395770774,85.5780485632211
"psymetadata::lowe2020::lowe2020","psymetadata",0.228174297745897,0.00673890546122409,148.392050571719
"psymetadata::lowe2020::lowe2020","psymetadata",0.212042265927151,0.00603670321783996,165.653331613976
"psymetadata::lowe2020::lowe2020","psymetadata",0.530688057402415,0.0174690455862441,57.2441118813867
"psymetadata::lowe2020::lowe2020","psymetadata",0.755770070796651,0.0361192343299415,27.6860796899849
"psymetadata::lowe2020::lowe2020","psymetadata",0.314120993071312,0.0153254193844623,65.2510691494583
"psymetadata::lowe2020::lowe2020","psymetadata",0.814092224833656,0.0730921769102388,13.6813547259381
"psymetadata::lowe2020::lowe2020","psymetadata",0.153137991874272,0.0191187227507224,52.3047492784116
"psymetadata::lowe2020::lowe2020","psymetadata",-0.00886961867036291,0.0431790951095804,23.1593551801442
"psymetadata::lowe2020::lowe2020","psymetadata",-0.378193653375791,0.0170827146942419,58.5387052291562
"psymetadata::lowe2020::lowe2020","psymetadata",0.272923602249492,0.0156800830145149,63.7751725596292
"psymetadata::lowe2020::lowe2020","psymetadata",0.876088031392783,0.00844520142774743,118.410437993156
"psymetadata::lowe2020::lowe2020","psymetadata",0.483995653758532,0.00431891075398448,231.539862007437
"psymetadata::lowe2020::lowe2020","psymetadata",0.572078217901986,0.00453048233197716,220.727049952668
"psymetadata::lowe2020::lowe2020","psymetadata",0.271558409116974,0.00590764220198581,169.272269005028
"psymetadata::lowe2020::lowe2020","psymetadata",0.381372757227883,0.00302359398163029,330.732236562004
"psymetadata::lowe2020::lowe2020","psymetadata",0.220076811903317,0.00799828484577589,125.026805031597
"psymetadata::lowe2020::lowe2020","psymetadata",0.398731523964221,0.00688427795544665,145.258516066863
"psymetadata::lowe2020::lowe2020","psymetadata",-0.253151303690153,0.0336427307586674,29.7241031702627
"psymetadata::lowe2020::lowe2020","psymetadata",-0.0143695015850837,0.00382706469685815,261.296863055635
"psymetadata::lowe2020::lowe2020","psymetadata",0.280518778317298,0.0317463372259461,31.4996968904717
"psymetadata::lowe2020::lowe2020","psymetadata",0.310545530883867,0.00816623223967845,122.455493629137
"psymetadata::lowe2020::lowe2020","psymetadata",-0.665313416991879,0.0166477083583959,60.068327632354
"psymetadata::lowe2020::lowe2020","psymetadata",-0.0359709512469144,0.00258166724451489,387.346588575518
"psymetadata::lowe2020::lowe2020","psymetadata",-0.415555382786014,0.0121306251636507,82.4359821945934
"psymetadata::lowe2020::lowe2020","psymetadata",-0.106243309615283,0.0247967450074029,40.327873666542
"psymetadata::lowe2020::lowe2020","psymetadata",-0.29378976814704,0.0135573823877185,73.7605513661612
"psymetadata::lowe2020::lowe2020","psymetadata",0.20543320584549,0.00310244364997694,322.326563451824
"psymetadata::lowe2020::lowe2020","psymetadata",0.38543650787706,0.0142774544476979,70.0404966209673
"psymetadata::lowe2020::lowe2020","psymetadata",-0.138814534810774,0.0104318086737819,95.8606538205866
"psymetadata::lowe2020::lowe2020","psymetadata",0.260617288171102,0.0673445327315142,14.8490153460081
"psymetadata::lowe2020::lowe2020","psymetadata",0.152497361956847,0.00768348717207266,130.149237918262
"psymetadata::lowe2020::lowe2020","psymetadata",0.0167765417813694,0.00600340564969808,166.57211895223
"psymetadata::lowe2020::lowe2020","psymetadata",0.22291186835582,0.00389615369584522,256.663386012307
"psymetadata::lowe2020::lowe2020","psymetadata",-0.454222138551272,0.00671386257916373,148.945556780306
"psymetadata::lowe2020::lowe2020","psymetadata",-0.150865140032757,0.0113062987188074,88.4462744944598
"psymetadata::lowe2020::lowe2020","psymetadata",0.082143171078741,0.0032849843996745,304.415448700179
"psymetadata::lowe2020::lowe2020","psymetadata",0.244003795126107,0.059595872436482,16.7796855573482
"psymetadata::lowe2020::lowe2020","psymetadata",-0.273368448933639,0.032543987732869,30.7276418676256
"psymetadata::lowe2020::lowe2020","psymetadata",-0.218118724719106,0.0658030718753631,15.1968589231532
"psymetadata::lowe2020::lowe2020","psymetadata",0.513150685959703,0.0146658796154395,68.1854771906929
"psymetadata::lowe2020::lowe2020","psymetadata",0.198668109079958,0.0231523519417202,43.1921561367602
"psymetadata::lowe2020::lowe2020","psymetadata",0.143695899155322,0.0171845724868766,58.1917298648932
"psymetadata::lowe2020::lowe2020","psymetadata",0.0723586259785869,0.0129848798822809,77.0126492555851
"psymetadata::lowe2020::lowe2020","psymetadata",-0.21047574527336,0.0155961838247299,64.118249133122
"psymetadata::lowe2020::lowe2020","psymetadata",0.00461951359773831,0.00031131503480446,3212.1802296767
"psymetadata::lowe2020::lowe2020","psymetadata",-0.0329184198236245,0.00132370555893675,755.455012822668
"psymetadata::lowe2020::lowe2020","psymetadata",-0.177188767521613,0.030562993425411,32.7193081541734
"psymetadata::lowe2020::lowe2020","psymetadata",-0.177188767521613,0.030562993425411,32.7193081541734
"psymetadata::lowe2020::lowe2020","psymetadata",0.0304385833937402,0.00735415366529874,135.97757750407
"psymetadata::lowe2020::lowe2020","psymetadata",-0.0466088529039408,0.0170106449478111,58.7867187321831
"psymetadata::lowe2020::lowe2020","psymetadata",0.027504753162899,0.0104190881433368,95.9776888574959
"psymetadata::lowe2020::lowe2020","psymetadata",0.114491787227,0.0186278912277551,53.682941765841
"psymetadata::lowe2020::lowe2020","psymetadata",-0.19482289079465,0.0199848557684204,50.0378892691424
"psymetadata::lowe2020::lowe2020","psymetadata",-0.140929100670635,0.00483640925212411,206.764967121177
"psymetadata::lowe2020::lowe2020","psymetadata",-0.017207807966328,0.0234361442082278,42.6691349530495
"psymetadata::lowe2020::lowe2020","psymetadata",0.0740939716743863,0.00254076591258799,393.582106500088
"psymetadata::lowe2020::lowe2020","psymetadata",0.169409854368648,0.0252198187008789,39.6513556207742
"psymetadata::lowe2020::lowe2020","psymetadata",0.354697086248728,0.00270584946977275,369.569708578055
"psymetadata::lowe2020::lowe2020","psymetadata",-0.311133977436769,0.0165942442083148,60.261858717189
"psymetadata::lowe2020::lowe2020","psymetadata",0.0244566115750826,0.00178983514687597,558.710673296047
"psymetadata::lowe2020::lowe2020","psymetadata",-0.167716092777763,0.013639818205545,73.3147601332011
"psymetadata::lowe2020::lowe2020","psymetadata",0.15817430347067,0.0111197484769025,89.9300916812248
"psymetadata::lowe2020::lowe2020","psymetadata",-0.134100677158458,0.00347393570949851,287.857946612477
"psymetadata::lowe2020::lowe2020","psymetadata",0.0665348299391315,0.00386506526285657,258.7278433847
"psymetadata::lowe2020::lowe2020","psymetadata",-0.193653581245096,0.0260075057351768,38.4504385073513
"psymetadata::lowe2020::lowe2020","psymetadata",-0.0668894378063667,0.00475680659250037,210.225070234432
"psymetadata::lowe2020::lowe2020","psymetadata",0.416067711298306,0.0597079779274426,16.7481806403694
"psymetadata::lowe2020::lowe2020","psymetadata",0.335794023238478,0.0098547929177213,101.473466601389
"psymetadata::lowe2020::lowe2020","psymetadata",0.0461469454787879,0.00243959900494095,409.903430020544
"psymetadata::lowe2020::lowe2020","psymetadata",0.613045486159187,0.0636245868336526,15.7171944018201
"psymetadata::lowe2020::lowe2020","psymetadata",-0.0251964238236112,0.00773413952374372,129.29686578966
"psymetadata::lowe2020::lowe2020","psymetadata",-0.0105957599166073,0.00275066042925618,363.549055115617
"psymetadata::lowe2020::lowe2020","psymetadata",-0.0669095914777384,0.00818546385252457,122.167786458623
"psymetadata::lowe2020::lowe2020","psymetadata",0.246599256662362,0.00507795894702761,196.929516451753
"psymetadata::lowe2020::lowe2020","psymetadata",0.151807658690024,0.0182142776148606,54.9019851978168
"psymetadata::lowe2020::lowe2020","psymetadata",0.00420657827309977,0.0082625456502493,121.028075647585
"psymetadata::lowe2020::lowe2020","psymetadata",0.887628871870881,0.0923800595504277,10.8248468865094
"psymetadata::lowe2020::lowe2020","psymetadata",0.743411302181807,0.0795727719787943,12.5671127840877
"psymetadata::lowe2020::lowe2020","psymetadata",0.748850686559745,0.0728611801128991,13.7247296633199
"psymetadata::lowe2020::lowe2020","psymetadata",-0.233269093469406,0.00674967844264088,148.155205984708
"psymetadata::lowe2020::lowe2020","psymetadata",0.126860314376589,0.00559717869889109,178.66143887779
"psymetadata::lowe2020::lowe2020","psymetadata",0.26226530837933,0.011250203270044,88.8872828336094
"psymetadata::lowe2020::lowe2020","psymetadata",0.918789925181076,0.103405396829606,9.67067513553302
"psymetadata::lowe2020::lowe2020","psymetadata",-0.306333887418716,0.00232007220713569,431.021067760032
"psymetadata::lowe2020::lowe2020","psymetadata",-0.242495280398412,0.0130712634550228,76.5036986241556
"psymetadata::lowe2020::lowe2020","psymetadata",-0.0203868910493618,0.014378958240207,69.5460674754423
"psymetadata::lowe2020::lowe2020","psymetadata",1.01077594854206,0.0240725801821122,41.5410393250274
"psymetadata::lowe2020::lowe2020","psymetadata",2.06518007295993,0.039633680731406,25.2310656377568
"psymetadata::lowe2020::lowe2020","psymetadata",0.973083444568681,0.0330560032721916,30.2516911002744
"psymetadata::lowe2020::lowe2020","psymetadata",0.0474846346455064,0.00567778999127184,176.124865755381
"psymetadata::lowe2020::lowe2020","psymetadata",0.139924587251175,0.0222262185374015,44.9919089168154
"psymetadata::lowe2020::lowe2020","psymetadata",-0.273101025016035,0.0217707599851147,45.9331691077266
"psymetadata::lowe2020::lowe2020","psymetadata",-0.243369709111217,0.0107668874308722,92.8773525701285
"psymetadata::lowe2020::lowe2020","psymetadata",-0.0613260257251642,0.00794841288341393,125.811280147099
"psymetadata::lowe2020::lowe2020","psymetadata",-0.0855780773551396,0.0199804200919304,50.048997738735
"psymetadata::lowe2020::lowe2020","psymetadata",0.264542066101056,0.00348316065719338,287.095571642615
"psymetadata::lowe2020::lowe2020","psymetadata",-0.0613525457721661,0.0299796781927798,33.3559284249034
"psymetadata::lowe2020::lowe2020","psymetadata",0.152141614752576,0.0202543566852864,49.3720938925916
"psymetadata::lowe2020::lowe2020","psymetadata",-0.0523385669701581,0.0256348838777328,39.0093438600916
"psymetadata::lowe2020::lowe2020","psymetadata",-0.115361362281513,0.0165441346065777,60.4443824823823
"psymetadata::lowe2020::lowe2020","psymetadata",0.0422311122240535,0.013920688051273,71.8355297034726
