"dataset","source","yi","vi","weight"
"metadat::dat.tannersmith2016::dat.tannersmith2016","metadat",-0.055,5e-04,2000
"metadat::dat.tannersmith2016::dat.tannersmith2016","metadat",-0.05,5e-04,2000
"metadat::dat.tannersmith2016::dat.tannersmith2016","metadat",0.04,0.002,500
"metadat::dat.tannersmith2016::dat.tannersmith2016","metadat",0.154666666666667,0.00233333333333333,428.571428571429
"metadat::dat.tannersmith2016::dat.tannersmith2016","metadat",0.27,0.002,500
"metadat::dat.tannersmith2016::dat.tannersmith2016","metadat",0.117666666666667,0.00233333333333333,428.571428571429
"metadat::dat.tannersmith2016::dat.tannersmith2016","metadat",0.0985555555555555,0.000888888888888889,1125
"metadat::dat.tannersmith2016::dat.tannersmith2016","metadat",0.108,0.000777777777777778,1285.71428571429
"metadat::dat.tannersmith2016::dat.tannersmith2016","metadat",0.1725,0.000583333333333333,1714.28571428571
"metadat::dat.tannersmith2016::dat.tannersmith2016","metadat",0.192111111111111,0.000888888888888889,1125
"metadat::dat.tannersmith2016::dat.tannersmith2016","metadat",0.110666666666667,0.000888888888888889,1125
"metadat::dat.tannersmith2016::dat.tannersmith2016","metadat",0.06525,0.000666666666666667,1500
"metadat::dat.tannersmith2016::dat.tannersmith2016","metadat",-0.0263333333333333,0.00155555555555556,642.857142857143
"metadat::dat.tannersmith2016::dat.tannersmith2016","metadat",0,0.001,1000
"metadat::dat.tannersmith2016::dat.tannersmith2016","metadat",0.123583333333333,8.33333333333333e-05,12000
"metadat::dat.tannersmith2016::dat.tannersmith2016","metadat",0.169533333333333,0.000666666666666667,1500
"metadat::dat.tannersmith2016::dat.tannersmith2016","metadat",0.235633333333333,0.000666666666666667,1500
