"dataset","source","yi","vi","weight"
"metaplus::mag::mag","metaplus",-0.8303483,1.555053892,0.643064529881901
"metaplus::mag::mag","metaplus",-1.056053,0.171454462,5.83245246775788
"metaplus::mag::mag","metaplus",-1.27834,0.653088967,1.53118495416261
"metaplus::mag::mag","metaplus",-0.0434851,2.04349884,0.48935677399259
"metaplus::mag::mag","metaplus",0.2231435,0.239285724,4.17910430795278
"metaplus::mag::mag","metaplus",-2.40752,1.149629995,0.869845084374299
"metaplus::mag::mag","metaplus",-1.280934,1.425000863,0.701753960972864
"metaplus::mag::mag","metaplus",-1.191703,2.759891109,0.362333135803439
"metaplus::mag::mag","metaplus",-0.695748,0.287486419,3.47842518432149
"metaplus::mag::mag","metaplus",-2.208274,1.231318684,0.812137436874953
"metaplus::mag::mag","metaplus",-2.03816,0.609533556,1.64059876631304
"metaplus::mag::mag","metaplus",-0.8501509,0.382478671,2.61452487634271
"metaplus::mag::mag","metaplus",-0.7932307,0.3917085,2.55291881590519
"metaplus::mag::mag","metaplus",-0.2993399,0.021483615,46.5471011279992
"metaplus::mag::mag","metaplus",-1.570789,0.329521348,3.03470474999392
"metaplus::mag::mag","metaplus",0.0575873,0.001001222,998.779491461434
