"dataset","source","yi","vi","weight"
"metadat::dat.assink2016::dat.assink2016","metadat",0.268434220167796,0.00700435460063497,142.768328706452
"metadat::dat.assink2016::dat.assink2016","metadat",0.433321153391633,0.00268541715906405,372.381622953705
"metadat::dat.assink2016::dat.assink2016","metadat",1.38869428628475,0.0209639163043655,47.7010108932633
"metadat::dat.assink2016::dat.assink2016","metadat",-0.0447,0.0331,30.2114803625378
"metadat::dat.assink2016::dat.assink2016","metadat",1.549,0.1384,7.22543352601156
"metadat::dat.assink2016::dat.assink2016","metadat",0.0571195385016648,0.0109761921104419,91.1062771075843
"metadat::dat.assink2016::dat.assink2016","metadat",0.842551191616568,0.0155638030075536,64.2516484894259
"metadat::dat.assink2016::dat.assink2016","metadat",0.3695,0.0199,50.251256281407
"metadat::dat.assink2016::dat.assink2016","metadat",0.139024519940916,0.0169166912850812,59.113214466584
"metadat::dat.assink2016::dat.assink2016","metadat",0.161240174634386,0.00463836718140059,215.593108715046
"metadat::dat.assink2016::dat.assink2016","metadat",1.21220175351866,0.00264778248487956,377.674527915569
"metadat::dat.assink2016::dat.assink2016","metadat",0.280965384615385,0.000827884615384615,1207.89779326365
"metadat::dat.assink2016::dat.assink2016","metadat",0.302291636363636,0.00687490909090909,145.456468845869
"metadat::dat.assink2016::dat.assink2016","metadat",0.0498228628783357,0.000951898912185308,1050.53171844084
"metadat::dat.assink2016::dat.assink2016","metadat",0.106267706040043,0.0596502585967476,16.7643866686359
"metadat::dat.assink2016::dat.assink2016","metadat",0.110347832775897,0.0034282162854987,291.696881620329
"metadat::dat.assink2016::dat.assink2016","metadat",0.0439439362357177,0.00240651539618343,415.538583956675
