"dataset","source","yi","vi","weight"
"dosresmeta::coffee_cvd::coffee_cvd","dosresmeta",-0.207719246875824,0.00271021114586527,368.974941869608
"dosresmeta::coffee_cvd::coffee_cvd","dosresmeta",-0.117609547200916,0.0192527350556558,51.9406721751064
"dosresmeta::coffee_cvd::coffee_cvd","dosresmeta",-0.109191435014792,0.000259408530488863,3854.92334471604
"dosresmeta::coffee_cvd::coffee_cvd","dosresmeta",-0.103390072939211,0.00918216854426844,108.90673539468
"dosresmeta::coffee_cvd::coffee_cvd","dosresmeta",-0.0734288061554446,0.00427538293996926,233.897176940878
"dosresmeta::coffee_cvd::coffee_cvd","dosresmeta",0.145185969142646,0.00741466094803148,134.867933545294
"dosresmeta::coffee_cvd::coffee_cvd","dosresmeta",0.156435036860574,0.0182252476363122,54.868938955188
"dosresmeta::coffee_cvd::coffee_cvd","dosresmeta",-0.157491075626304,0.00225812170368215,442.845927378217
"dosresmeta::coffee_cvd::coffee_cvd","dosresmeta",-0.0745576649341878,0.000722602055806481,1383.88756572789
"dosresmeta::coffee_cvd::coffee_cvd","dosresmeta",-0.133205415035914,0.00423337065160249,236.218390095718
"dosresmeta::coffee_cvd::coffee_cvd","dosresmeta",0.202935170281211,0.0480177786120417,20.825619778863
"dosresmeta::coffee_cvd::coffee_cvd","dosresmeta",-0.252413125467427,0.00826902073641073,120.933304181562
"dosresmeta::coffee_cvd::coffee_cvd","dosresmeta",-0.310497110141635,0.0124237735121418,80.4908427397441
