"dataset","source","yi","vi","weight"
"psymetadata::wibbelink2017::wibbelink2017","psymetadata",0.268432174811276,0.00700127320919255,142.831163721338
"psymetadata::wibbelink2017::wibbelink2017","psymetadata",0.433228310563622,0.0026856240116502,372.352941313458
"psymetadata::wibbelink2017::wibbelink2017","psymetadata",1.38867966098683,0.0209639061584854,47.7010339790725
"psymetadata::wibbelink2017::wibbelink2017","psymetadata",-0.0447438330170778,0.0331102369871991,30.2021396097713
"psymetadata::wibbelink2017::wibbelink2017","psymetadata",1.54899095477387,0.138370228830484,7.22698812058113
"psymetadata::wibbelink2017::wibbelink2017","psymetadata",0.0570073307490901,0.0109709953076571,91.1494328415268
"psymetadata::wibbelink2017::wibbelink2017","psymetadata",0.842643750502045,0.0155635009476883,64.2528954996167
"psymetadata::wibbelink2017::wibbelink2017","psymetadata",0.369533904910366,0.0199305556431299,50.1742158074104
"psymetadata::wibbelink2017::wibbelink2017","psymetadata",0.139036822024769,0.016908566373795,59.1416195727752
"psymetadata::wibbelink2017::wibbelink2017","psymetadata",0.161565752709232,0.00464041007994639,215.498195799875
"psymetadata::wibbelink2017::wibbelink2017","psymetadata",1.21218980876966,0.00264850365995483,377.57168892002
"psymetadata::wibbelink2017::wibbelink2017","psymetadata",0.281069051464015,0.000827700937917182,1208.16584129576
"psymetadata::wibbelink2017::wibbelink2017","psymetadata",0.302246635122943,0.00687420437509042,145.471380458753
"psymetadata::wibbelink2017::wibbelink2017","psymetadata",0.0504435854520433,0.000955718410593737,1046.33330164557
"psymetadata::wibbelink2017::wibbelink2017","psymetadata",0.106217710785293,0.059647215039748,16.7652420877256
"psymetadata::wibbelink2017::wibbelink2017","psymetadata",0.110332680344806,0.00342793560213995,291.720766100662
"psymetadata::wibbelink2017::wibbelink2017","psymetadata",0.0439160336177251,0.00240386332909779,415.99702774089
